NumPoints = 19635
X = 0.726249; Y = 0.561703
X = 0.219244; Y = 0.257066
X = 0.218169; Y = 0.249616
X = 0.185252; Y = 0.430222
X = 0.181521; Y = 0.437261
X = 0.321779; Y = 0.965089
X = 0.323659; Y = 0.95952
X = 0.200227; Y = 0.253011
X = 0.19084; Y = 0.259632
X = 0.208533; Y = 0.259117
X = 0.154764; Y = 0.287828
X = 0.158785; Y = 0.282715
X = 0.114725; Y = 0.367227
X = 0.108296; Y = 0.379972
X = 0.107402; Y = 0.372819
X = 0.13959; Y = 0.325963
X = 0.142998; Y = 0.322022
X = 0.143112; Y = 0.313547
X = 0.148073; Y = 0.446138
X = 0.158405; Y = 0.447346
X = 0.146442; Y = 0.439963
X = 0.152924; Y = 0.449026
X = 0.148005; Y = 0.473104
X = 0.141891; Y = 0.652007
X = 0.144891; Y = 0.646569
X = 0.171479; Y = 0.708216
X = 0.239101; Y = 0.911958
X = 0.246777; Y = 0.914
X = 0.235711; Y = 0.907701
X = 0.160888; Y = 0.456378
X = 0.206731; Y = 0.25076
X = 0.214517; Y = 0.254
X = 0.195625; Y = 0.283534
X = 0.192757; Y = 0.274606
X = 0.18782; Y = 0.272526
X = 0.182605; Y = 0.274639
X = 0.261413; Y = 0.202309
X = 0.271867; Y = 0.19804
X = 0.191897; Y = 0.861915
X = 0.141779; Y = 0.344691
X = 0.363151; Y = 0.137072
X = 0.241025; Y = 0.237593
X = 0.248284; Y = 0.237205
X = 0.24143; Y = 0.242982
X = 0.312713; Y = 0.172918
X = 0.376237; Y = 0.129672
X = 0.387343; Y = 0.128864
X = 0.380484; Y = 0.126692
X = 0.389124; Y = 0.140182
X = 0.110228; Y = 0.384617
X = 0.116686; Y = 0.388386
X = 0.367005; Y = 0.131043
X = 0.371448; Y = 0.122451
X = 0.370896; Y = 0.134602
X = 0.376744; Y = 0.121849
X = 0.163252; Y = 0.823287
X = 0.161868; Y = 0.828151
X = 0.577653; Y = 0.0630943
X = 0.586757; Y = 0.0731157
X = 0.584633; Y = 0.0678671
X = 0.261687; Y = 0.226756
X = 0.189001; Y = 0.500887
X = 0.172406; Y = 0.614213
X = 0.171451; Y = 0.607852
X = 0.175472; Y = 0.602534
X = 0.330365; Y = 0.968914
X = 0.553856; Y = 0.0857752
X = 0.130143; Y = 0.720831
X = 0.130619; Y = 0.729181
X = 0.132931; Y = 0.734743
X = 0.0956919; Y = 0.423101
X = 0.0996526; Y = 0.4278
X = 0.0934223; Y = 0.41648
X = 0.253197; Y = 0.883789
X = 0.578704; Y = 0.0575012
X = 0.573827; Y = 0.0596719
X = 0.586306; Y = 0.059176
X = 0.5692; Y = 0.0649893
X = 0.573698; Y = 0.0544798
X = 0.48225; Y = 0.0932541
X = 0.484905; Y = 0.10347
X = 0.479645; Y = 0.104368
X = 0.478248; Y = 0.0972178
X = 0.553642; Y = 0.063385
X = 0.562838; Y = 0.0626863
X = 0.492131; Y = 0.073622
X = 0.482708; Y = 0.076044
X = 0.482548; Y = 0.0813082
X = 0.496925; Y = 0.0771404
X = 0.171597; Y = 0.26955
X = 0.182226; Y = 0.269112
X = 0.388889; Y = 0.162038
X = 0.262092; Y = 0.875532
X = 0.284327; Y = 0.196178
X = 0.335515; Y = 0.14081
X = 0.702579; Y = 0.0471234
X = 0.146875; Y = 0.776797
X = 0.151015; Y = 0.772979
X = 0.308735; Y = 0.176398
X = 0.161035; Y = 0.555586
X = 0.162362; Y = 0.563283
X = 0.139667; Y = 0.489824
X = 0.140639; Y = 0.498293
X = 0.143477; Y = 0.484017
X = 0.134389; Y = 0.496455
X = 0.233417; Y = 0.91908
X = 0.236356; Y = 0.2475
X = 0.138408; Y = 0.484687
X = 0.13444; Y = 0.491416
X = 0.307912; Y = 0.168764
X = 0.107865; Y = 0.391921
X = 0.101236; Y = 0.385467
X = 0.101611; Y = 0.379964
X = 0.144437; Y = 0.478935
X = 0.132184; Y = 0.48368
X = 0.12982; Y = 0.488829
X = 0.1377; Y = 0.478704
X = 0.280466; Y = 0.201373
X = 0.274217; Y = 0.190964
X = 0.264533; Y = 0.195569
X = 0.277548; Y = 0.195165
X = 0.269104; Y = 0.188643
X = 0.274195; Y = 0.203177
X = 0.267435; Y = 0.201514
X = 0.375493; Y = 0.113638
X = 0.384067; Y = 0.116648
X = 0.625942; Y = 0.0300286
X = 0.632458; Y = 0.0329858
X = 0.635321; Y = 0.0200003
X = 0.624159; Y = 0.0227164
X = 0.630884; Y = 0.017558
X = 0.397826; Y = 0.136739
X = 0.394082; Y = 0.143816
X = 0.393528; Y = 0.133591
X = 0.155738; Y = 0.831257
X = 0.156317; Y = 0.82009
X = 0.1529; Y = 0.825906
X = 0.158324; Y = 0.836879
X = 0.166716; Y = 0.604416
X = 0.162444; Y = 0.607177
X = 0.16425; Y = 0.612272
X = 0.634165; Y = 0.0904263
X = 0.640273; Y = 0.0913255
X = 0.627904; Y = 0.0878047
X = 0.629682; Y = 0.081666
X = 0.164649; Y = 0.504747
X = 0.145374; Y = 0.82223
X = 0.149551; Y = 0.832288
X = 0.144041; Y = 0.827197
X = 0.148895; Y = 0.818568
X = 0.157148; Y = 0.805412
X = 0.152018; Y = 0.79766
X = 0.154905; Y = 0.79316
X = 0.15141; Y = 0.803741
X = 0.632817; Y = 0.0439409
X = 0.630561; Y = 0.0503688
X = 0.640911; Y = 0.0452092
X = 0.633003; Y = 0.0563711
X = 0.475598; Y = 0.0850672
X = 0.17176; Y = 0.687155
X = 0.177619; Y = 0.689167
X = 0.143601; Y = 0.812479
X = 0.138097; Y = 0.823635
X = 0.139527; Y = 0.830002
X = 0.0886182; Y = 0.425226
X = 0.0917755; Y = 0.409765
X = 0.0848377; Y = 0.411732
X = 0.0872599; Y = 0.420117
X = 0.203634; Y = 0.246209
X = 0.192046; Y = 0.254011
X = 0.192451; Y = 0.247354
X = 0.199401; Y = 0.243284
X = 0.422385; Y = 0.15195
X = 0.425597; Y = 0.143775
X = 0.477709; Y = 0.0773949
X = 0.477891; Y = 0.07123
X = 0.485835; Y = 0.0667798
X = 0.369206; Y = 0.979393
X = 0.376156; Y = 0.968614
X = 0.525122; Y = 0.0648846
X = 0.129495; Y = 0.763808
X = 0.132549; Y = 0.774864
X = 0.132086; Y = 0.769808
X = 0.249771; Y = 0.228047
X = 0.168709; Y = 0.59025
X = 0.164192; Y = 0.586896
X = 0.329717; Y = 0.133229
X = 0.321534; Y = 0.131141
X = 0.104163; Y = 0.395438
X = 0.590241; Y = 0.0675594
X = 0.593591; Y = 0.0802494
X = 0.595956; Y = 0.0693969
X = 0.592619; Y = 0.074917
X = 0.160873; Y = 0.815836
X = 0.201107; Y = 0.236802
X = 0.206529; Y = 0.237653
X = 0.210498; Y = 0.241713
X = 0.211987; Y = 0.248947
X = 0.150356; Y = 0.711879
X = 0.157232; Y = 0.702054
X = 0.209497; Y = 0.735694
X = 0.407764; Y = 0.149015
X = 0.399566; Y = 0.14641
X = 0.161806; Y = 0.841266
X = 0.164792; Y = 0.845377
X = 0.626108; Y = 0.063768
X = 0.629482; Y = 0.0709628
X = 0.136068; Y = 0.470682
X = 0.142879; Y = 0.472481
X = 0.638139; Y = 0.037666
X = 0.16002; Y = 0.275034
X = 0.150849; Y = 0.284093
X = 0.154411; Y = 0.276614
X = 0.158959; Y = 0.531107
X = 0.164088; Y = 0.532048
X = 0.128862; Y = 0.441507
X = 0.130659; Y = 0.436309
X = 0.123693; Y = 0.441003
X = 0.158789; Y = 0.461172
X = 0.429924; Y = 0.14823
X = 0.413066; Y = 0.152321
X = 0.420103; Y = 0.145738
X = 0.487699; Y = 0.118441
X = 0.256857; Y = 0.229215
X = 0.139761; Y = 0.463988
X = 0.146868; Y = 0.467753
X = 0.140547; Y = 0.818181
X = 0.142923; Y = 0.835145
X = 0.215477; Y = 0.243491
X = 0.219508; Y = 0.240199
X = 0.213661; Y = 0.233873
X = 0.0863816; Y = 0.401939
X = 0.0796381; Y = 0.419679
X = 0.0783344; Y = 0.408758
X = 0.0831134; Y = 0.406923
X = 0.0764337; Y = 0.415702
X = 0.090939; Y = 0.404174
X = 0.166823; Y = 0.61827
X = 0.161624; Y = 0.617066
X = 0.159193; Y = 0.611895
X = 0.285871; Y = 0.185609
X = 0.280307; Y = 0.188913
X = 0.17317; Y = 0.623496
X = 0.167315; Y = 0.626014
X = 0.160438; Y = 0.625908
X = 0.157769; Y = 0.621586
X = 0.556969; Y = 0.0511649
X = 0.550528; Y = 0.0493081
X = 0.562021; Y = 0.055892
X = 0.303448; Y = 0.134396
X = 0.305015; Y = 0.142327
X = 0.309369; Y = 0.133616
X = 0.316614; Y = 0.132913
X = 0.152539; Y = 0.459674
X = 0.366434; Y = 0.117067
X = 0.379509; Y = 0.110256
X = 0.372182; Y = 0.107536
X = 0.369724; Y = 0.112701
X = 0.108553; Y = 0.437812
X = 0.11335; Y = 0.44488
X = 0.116211; Y = 0.430364
X = 0.120224; Y = 0.445925
X = 0.63573; Y = 0.101934
X = 0.483211; Y = 0.122708
X = 0.370234; Y = 0.169108
X = 0.134788; Y = 0.443927
X = 0.136774; Y = 0.436934
X = 0.391964; Y = 0.123767
X = 0.387311; Y = 0.120483
X = 0.396319; Y = 0.126941
X = 0.211749; Y = 0.861153
X = 0.143931; Y = 0.782201
X = 0.138123; Y = 0.778019
X = 0.127982; Y = 0.447023
X = 0.73076; Y = 0.0571083
X = 0.16787; Y = 0.683546
X = 0.272691; Y = 0.875924
X = 0.145479; Y = 0.794346
X = 0.145952; Y = 0.799347
X = 0.508452; Y = 0.0530807
X = 0.514532; Y = 0.0606569
X = 0.305515; Y = 0.161456
X = 0.163833; Y = 0.631128
X = 0.180308; Y = 0.62537
X = 0.28132; Y = 0.183518
X = 0.272752; Y = 0.182374
X = 0.184136; Y = 0.629715
X = 0.511124; Y = 0.0480001
X = 0.505436; Y = 0.0461902
X = 0.514229; Y = 0.0525527
X = 0.516245; Y = 0.0468417
X = 0.500037; Y = 0.0521287
X = 0.149111; Y = 0.299051
X = 0.161179; Y = 0.306818
X = 0.153778; Y = 0.308896
X = 0.15071; Y = 0.304229
X = 0.144645; Y = 0.456982
X = 0.149319; Y = 0.453788
X = 0.145339; Y = 0.663448
X = 0.137721; Y = 0.660231
X = 0.292861; Y = 0.167359
X = 0.291648; Y = 0.173841
X = 0.299917; Y = 0.17046
X = 0.133334; Y = 0.751915
X = 0.127386; Y = 0.743645
X = 0.191143; Y = 0.266956
X = 0.181764; Y = 0.262455
X = 0.17701; Y = 0.264728
X = 0.413552; Y = 0.147083
X = 0.516219; Y = 0.0374021
X = 0.52176; Y = 0.0467542
X = 0.510033; Y = 0.0414187
X = 0.522226; Y = 0.0535184
X = 0.122559; Y = 0.354633
X = 0.119248; Y = 0.360105
X = 0.303529; Y = 0.147632
X = 0.223157; Y = 0.900567
X = 0.236417; Y = 0.899839
X = 0.230428; Y = 0.9056
X = 0.336502; Y = 0.129915
X = 0.335923; Y = 0.135356
X = 0.347958; Y = 0.128014
X = 0.287617; Y = 0.2166
X = 0.47103; Y = 0.124903
X = 0.459896; Y = 0.12039
X = 0.465251; Y = 0.120275
X = 0.123122; Y = 0.455032
X = 0.127694; Y = 0.452534
X = 0.114962; Y = 0.453798
X = 0.243411; Y = 0.896704
X = 0.228423; Y = 0.900685
X = 0.160901; Y = 0.548699
X = 0.16628; Y = 0.553139
X = 0.156632; Y = 0.783441
X = 0.146694; Y = 0.787343
X = 0.131158; Y = 0.653682
X = 0.134474; Y = 0.664114
X = 0.129994; Y = 0.661425
X = 0.136106; Y = 0.669113
X = 0.136793; Y = 0.650505
X = 0.135827; Y = 0.655486
X = 0.12165; Y = 0.343873
X = 0.133778; Y = 0.343574
X = 0.125693; Y = 0.338843
X = 0.399281; Y = 0.120422
X = 0.39502; Y = 0.117519
X = 0.325712; Y = 0.128315
X = 0.319433; Y = 0.124281
X = 0.326787; Y = 0.123141
X = 0.145519; Y = 0.27342
X = 0.153638; Y = 0.270328
X = 0.159228; Y = 0.269633
X = 0.475744; Y = 0.0925476
X = 0.48026; Y = 0.0879463
X = 0.478645; Y = 0.973329
X = 0.208806; Y = 0.824821
X = 0.359981; Y = 0.130782
X = 0.367025; Y = 0.125073
X = 0.492608; Y = 0.0457784
X = 0.114756; Y = 0.340355
X = 0.117777; Y = 0.335305
X = 0.112237; Y = 0.347183
X = 0.11517; Y = 0.351302
X = 0.599474; Y = 0.0806677
X = 0.151464; Y = 0.293056
X = 0.143078; Y = 0.28424
X = 0.144803; Y = 0.291351
X = 0.144234; Y = 0.278708
X = 0.224695; Y = 0.23988
X = 0.144155; Y = 0.503001
X = 0.124707; Y = 0.779362
X = 0.129872; Y = 0.779251
X = 0.123309; Y = 0.771984
X = 0.134375; Y = 0.78146
X = 0.123544; Y = 0.716393
X = 0.128633; Y = 0.715485
X = 0.125135; Y = 0.722087
X = 0.122769; Y = 0.726853
X = 0.449969; Y = 0.141504
X = 0.234331; Y = 0.238045
X = 0.406546; Y = 0.169852
X = 0.134523; Y = 0.335044
X = 0.135472; Y = 0.8131
X = 0.13362; Y = 0.820626
X = 0.429662; Y = 0.994239
X = 0.437103; Y = 0.994024
X = 0.48521; Y = 0.111049
X = 0.56745; Y = 0.0583918
X = 0.469768; Y = 0.0730527
X = 0.471468; Y = 0.0815114
X = 0.486257; Y = 0.0724838
X = 0.466211; Y = 0.0768793
X = 0.463278; Y = 0.0841644
X = 0.466698; Y = 0.0880515
X = 0.489215; Y = 0.0499389
X = 0.497041; Y = 0.0393535
X = 0.490762; Y = 0.0368044
X = 0.483823; Y = 0.0471443
X = 0.498124; Y = 0.0451608
X = 0.485831; Y = 0.039994
X = 0.595644; Y = 0.0618571
X = 0.587903; Y = 0.0504599
X = 0.590828; Y = 0.055955
X = 0.582008; Y = 0.050486
X = 0.300287; Y = 0.164942
X = 0.480927; Y = 0.0626823
X = 0.476342; Y = 0.06501
X = 0.257504; Y = 0.222387
X = 0.149746; Y = 0.583786
X = 0.16295; Y = 0.571612
X = 0.158779; Y = 0.587403
X = 0.154094; Y = 0.577698
X = 0.167888; Y = 0.599506
X = 0.174113; Y = 0.597686
X = 0.0896968; Y = 0.430976
X = 0.0799508; Y = 0.426715
X = 0.0836587; Y = 0.430353
X = 0.0947694; Y = 0.4318
X = 0.337865; Y = 0.157063
X = 0.473946; Y = 0.059075
X = 0.489242; Y = 0.0582753
X = 0.484132; Y = 0.0578668
X = 0.481466; Y = 0.0528484
X = 0.490864; Y = 0.0634957
X = 0.139112; Y = 0.786073
X = 0.157413; Y = 0.598605
X = 0.155264; Y = 0.608537
X = 0.153074; Y = 0.603741
X = 0.162875; Y = 0.600232
X = 0.198484; Y = 0.864259
X = 0.125719; Y = 0.733084
X = 0.599102; Y = 0.0751495
X = 0.563079; Y = 0.0485709
X = 0.556817; Y = 0.0423968
X = 0.132179; Y = 0.4645
X = 0.12973; Y = 0.470105
X = 0.130843; Y = 0.478081
X = 0.220137; Y = 0.894637
X = 0.21508; Y = 0.890781
X = 0.217675; Y = 0.885358
X = 0.154845; Y = 0.674866
X = 0.159755; Y = 0.676452
X = 0.150245; Y = 0.671961
X = 0.204995; Y = 0.23064
X = 0.211471; Y = 0.229188
X = 0.41785; Y = 0.136009
X = 0.150266; Y = 0.791141
X = 0.158671; Y = 0.683979
X = 0.147107; Y = 0.680818
X = 0.153276; Y = 0.684437
X = 0.121337; Y = 0.488645
X = 0.126866; Y = 0.481572
X = 0.124471; Y = 0.493142
X = 0.456175; Y = 0.130114
X = 0.451793; Y = 0.120829
X = 0.136346; Y = 0.317974
X = 0.281592; Y = 0.177942
X = 0.166885; Y = 0.854671
X = 0.156639; Y = 0.844029
X = 0.158294; Y = 0.849391
X = 0.163329; Y = 0.850336
X = 0.171511; Y = 0.848109
X = 0.15435; Y = 0.512893
X = 0.155248; Y = 0.506997
X = 0.436131; Y = 0.137328
X = 0.429787; Y = 0.140624
X = 0.150978; Y = 0.718141
X = 0.193496; Y = 0.240732
X = 0.186107; Y = 0.246842
X = 0.187494; Y = 0.240504
X = 0.186641; Y = 0.868246
X = 0.181903; Y = 0.865722
X = 0.176747; Y = 0.862821
X = 0.179379; Y = 0.856747
X = 0.166862; Y = 0.691053
X = 0.163832; Y = 0.68052
X = 0.160478; Y = 0.688688
X = 0.135353; Y = 0.322946
X = 0.134664; Y = 0.328961
X = 0.13021; Y = 0.325208
X = 0.23138; Y = 0.228772
X = 0.228127; Y = 0.235652
X = 0.238477; Y = 0.233117
X = 0.355304; Y = 0.123797
X = 0.348526; Y = 0.122703
X = 0.341289; Y = 0.125991
X = 0.344412; Y = 0.118985
X = 0.171453; Y = 0.860289
X = 0.165555; Y = 0.265747
X = 0.172627; Y = 0.26008
X = 0.161561; Y = 0.259242
X = 0.16702; Y = 0.260812
X = 0.578213; Y = 0.042383
X = 0.576675; Y = 0.0491762
X = 0.586825; Y = 0.0420413
X = 0.164611; Y = 0.537686
X = 0.565487; Y = 0.0434104
X = 0.568521; Y = 0.0499711
X = 0.405623; Y = 0.137429
X = 0.40153; Y = 0.1317
X = 0.404504; Y = 0.143042
X = 0.219314; Y = 0.234536
X = 0.225284; Y = 0.229745
X = 0.13298; Y = 0.673513
X = 0.142839; Y = 0.675452
X = 0.127397; Y = 0.667633
X = 0.143403; Y = 0.669778
X = 0.36325; Y = 0.980248
X = 0.349724; Y = 0.97654
X = 0.17472; Y = 0.693415
X = 0.168446; Y = 0.696047
X = 0.122293; Y = 0.470971
X = 0.124033; Y = 0.465493
X = 0.100548; Y = 0.373081
X = 0.0943901; Y = 0.379397
X = 0.0950011; Y = 0.387068
X = 0.216988; Y = 0.228186
X = 0.208572; Y = 0.224388
X = 0.214624; Y = 0.223578
X = 0.524344; Y = 0.0348878
X = 0.520249; Y = 0.0318016
X = 0.510239; Y = 0.0331035
X = 0.51339; Y = 0.0285978
X = 0.127074; Y = 0.768539
X = 0.534725; Y = 0.0478241
X = 0.167988; Y = 0.252423
X = 0.173965; Y = 0.254796
X = 0.0989353; Y = 0.401725
X = 0.503659; Y = 0.0410171
X = 0.497627; Y = 0.029817
X = 0.501446; Y = 0.0362476
X = 0.119497; Y = 0.76471
X = 0.11743; Y = 0.770593
X = 0.124029; Y = 0.760094
X = 0.155426; Y = 0.261497
X = 0.148166; Y = 0.2642
X = 0.160576; Y = 0.264401
X = 0.125136; Y = 0.650739
X = 0.132493; Y = 0.647562
X = 0.126913; Y = 0.657277
X = 0.504336; Y = 0.0275903
X = 0.49015; Y = 0.0240368
X = 0.492051; Y = 0.0310831
X = 0.496698; Y = 0.0242821
X = 0.503339; Y = 0.0224478
X = 0.115118; Y = 0.71785
X = 0.117395; Y = 0.712381
X = 0.122878; Y = 0.708075
X = 0.131691; Y = 0.711348
X = 0.803466; Y = 0.112392
X = 0.422247; Y = 0.138793
X = 0.42564; Y = 0.133996
X = 0.180104; Y = 0.703892
X = 0.169561; Y = 0.701473
X = 0.17918; Y = 0.499785
X = 0.133159; Y = 0.680033
X = 0.12638; Y = 0.675965
X = 0.137075; Y = 0.676621
X = 0.124928; Y = 0.326994
X = 0.123949; Y = 0.320599
X = 0.129568; Y = 0.31719
X = 0.128927; Y = 0.331195
X = 0.226858; Y = 0.224351
X = 0.0717741; Y = 0.422567
X = 0.165758; Y = 0.862463
X = 0.17051; Y = 0.865616
X = 0.165924; Y = 0.867931
X = 0.1236; Y = 0.502201
X = 0.11988; Y = 0.498196
X = 0.12858; Y = 0.497672
X = 0.115; Y = 0.49143
X = 0.158004; Y = 0.544187
X = 0.155683; Y = 0.538287
X = 0.102935; Y = 0.437342
X = 0.107698; Y = 0.430712
X = 0.104436; Y = 0.443854
X = 0.216706; Y = 0.863447
X = 0.175256; Y = 0.592561
X = 0.163876; Y = 0.594373
X = 0.596541; Y = 0.0515059
X = 0.599534; Y = 0.0566238
X = 0.590892; Y = 0.04617
X = 0.178208; Y = 0.258635
X = 0.128193; Y = 0.756854
X = 0.123539; Y = 0.751516
X = 0.152754; Y = 0.557858
X = 0.156501; Y = 0.552352
X = 0.156843; Y = 0.563471
X = 0.133215; Y = 0.450258
X = 0.510118; Y = 0.0242761
X = 0.33757; Y = 0.11947
X = 0.335382; Y = 0.124543
X = 0.23391; Y = 0.913077
X = 0.227517; Y = 0.910185
X = 0.22858; Y = 0.915136
X = 0.222445; Y = 0.910689
X = 0.327232; Y = 0.964985
X = 0.203582; Y = 0.704566
X = 0.107088; Y = 0.366752
X = 0.0986302; Y = 0.365317
X = 0.0935318; Y = 0.368032
X = 0.174533; Y = 0.506527
X = 0.175893; Y = 0.511982
X = 0.107151; Y = 0.494901
X = 0.107903; Y = 0.486282
X = 0.114846; Y = 0.484985
X = 0.113122; Y = 0.496367
X = 0.100601; Y = 0.391703
X = 0.0956208; Y = 0.393938
X = 0.529519; Y = 0.0465313
X = 0.529423; Y = 0.0525234
X = 0.361318; Y = 0.123429
X = 0.603061; Y = 0.0442143
X = 0.596215; Y = 0.0443385
X = 0.605138; Y = 0.0560839
X = 0.602852; Y = 0.0514466
X = 0.11457; Y = 0.478561
X = 0.120743; Y = 0.480346
X = 0.107427; Y = 0.48037
X = 0.287044; Y = 0.169045
X = 0.287225; Y = 0.161161
X = 0.296697; Y = 0.15874
X = 0.149409; Y = 0.573773
X = 0.154307; Y = 0.57058
X = 0.146312; Y = 0.461859
X = 0.139464; Y = 0.454693
X = 0.144408; Y = 0.45091
X = 0.286582; Y = 0.155326
X = 0.282616; Y = 0.163158
X = 0.281087; Y = 0.154205
X = 0.292548; Y = 0.154384
X = 0.133675; Y = 0.309366
X = 0.126207; Y = 0.311879
X = 0.178918; Y = 0.587629
X = 0.579601; Y = 0.0357206
X = 0.59152; Y = 0.0341735
X = 0.593912; Y = 0.0391309
X = 0.136524; Y = 0.839722
X = 0.140548; Y = 0.844501
X = 0.135316; Y = 0.83461
X = 0.148032; Y = 0.838309
X = 0.154414; Y = 0.690751
X = 0.184403; Y = 0.257058
X = 0.182258; Y = 0.251521
X = 0.145835; Y = 0.434498
X = 0.395187; Y = 0.149381
X = 0.0775054; Y = 0.399229
X = 0.0839866; Y = 0.397012
X = 0.362205; Y = 0.112358
X = 0.358322; Y = 0.117519
X = 0.367015; Y = 0.107171
X = 0.131166; Y = 0.338959
X = 0.518826; Y = 0.0418918
X = 0.0968088; Y = 0.441842
X = 0.107591; Y = 0.453286
X = 0.100319; Y = 0.450408
X = 0.11092; Y = 0.449299
X = 0.158081; Y = 0.2525
X = 0.167587; Y = 0.246216
X = 0.162163; Y = 0.248776
X = 0.176809; Y = 0.248588
X = 0.629999; Y = 0.0374374
X = 0.473794; Y = 0.0535879
X = 0.476528; Y = 0.0449799
X = 0.551597; Y = 0.043599
X = 0.565112; Y = 0.0376669
X = 0.553896; Y = 0.0373462
X = 0.556528; Y = 0.032599
X = 0.559416; Y = 0.0371935
X = 0.547646; Y = 0.0391776
X = 0.450868; Y = 0.125872
X = 0.138772; Y = 0.265978
X = 0.149718; Y = 0.256138
X = 0.140155; Y = 0.258255
X = 0.320925; Y = 0.116739
X = 0.333016; Y = 0.116732
X = 0.326694; Y = 0.115129
X = 0.486162; Y = 0.0326016
X = 0.478437; Y = 0.0366921
X = 0.259222; Y = 0.196492
X = 0.255816; Y = 0.191474
X = 0.261166; Y = 0.188827
X = 0.136606; Y = 0.274609
X = 0.143559; Y = 0.268159
X = 0.149058; Y = 0.619907
X = 0.152509; Y = 0.629113
X = 0.155135; Y = 0.617204
X = 0.31968; Y = 0.110014
X = 0.32971; Y = 0.105653
X = 0.324591; Y = 0.107625
X = 0.0901254; Y = 0.398073
X = 0.0877155; Y = 0.393563
X = 0.115168; Y = 0.733339
X = 0.116616; Y = 0.727801
X = 0.119393; Y = 0.721386
X = 0.163053; Y = 0.25433
X = 0.14498; Y = 0.308171
X = 0.162146; Y = 0.697646
X = 0.474571; Y = 0.109384
X = 0.472097; Y = 0.0983574
X = 0.479034; Y = 0.111757
X = 0.623264; Y = 0.0851819
X = 0.623893; Y = 0.0774519
X = 0.619693; Y = 0.0684059
X = 0.624497; Y = 0.0703764
X = 0.139526; Y = 0.509421
X = 0.145499; Y = 0.508594
X = 0.13667; Y = 0.504518
X = 0.219241; Y = 0.87674
X = 0.14972; Y = 0.430236
X = 0.214319; Y = 0.86918
X = 0.207259; Y = 0.863356
X = 0.208134; Y = 0.868459
X = 0.252089; Y = 0.22154
X = 0.247633; Y = 0.218513
X = 0.241011; Y = 0.227022
X = 0.244365; Y = 0.232977
X = 0.245176; Y = 0.223614
X = 0.360647; Y = 0.103702
X = 0.367212; Y = 0.099657
X = 0.373786; Y = 0.101282
X = 0.153229; Y = 0.851439
X = 0.147624; Y = 0.844727
X = 0.481347; Y = 0.11805
X = 0.12308; Y = 0.333118
X = 0.145735; Y = 0.348866
X = 0.606249; Y = 0.0642602
X = 0.609266; Y = 0.0482883
X = 0.612855; Y = 0.0592563
X = 0.601074; Y = 0.0615067
X = 0.254322; Y = 0.213777
X = 0.259014; Y = 0.217616
X = 0.586521; Y = 0.0328849
X = 0.599208; Y = 0.0314852
X = 0.592829; Y = 0.0258715
X = 0.587378; Y = 0.0270902
X = 0.599975; Y = 0.0393996
X = 0.12986; Y = 0.784453
X = 0.137046; Y = 0.794238
X = 0.143021; Y = 0.707208
X = 0.148183; Y = 0.706267
X = 0.144864; Y = 0.711924
X = 0.118511; Y = 0.475189
X = 0.114901; Y = 0.468418
X = 0.124032; Y = 0.476314
X = 0.571995; Y = 0.0447841
X = 0.201095; Y = 0.870444
X = 0.191888; Y = 0.868255
X = 0.194154; Y = 0.87325
X = 0.190845; Y = 0.293581
X = 0.625012; Y = 0.0478898
X = 0.623933; Y = 0.0401472
X = 0.221093; Y = 0.881508
X = 0.213362; Y = 0.878934
X = 0.210861; Y = 0.887302
X = 0.25959; Y = 0.208298
X = 0.235695; Y = 0.225787
X = 0.237576; Y = 0.218327
X = 0.184146; Y = 0.874318
X = 0.152687; Y = 0.840779
X = 0.242109; Y = 0.215184
X = 0.131355; Y = 0.505382
X = 0.517923; Y = 0.0223239
X = 0.511398; Y = 0.019413
X = 0.626238; Y = 0.0581286
X = 0.623934; Y = 0.0530344
X = 0.494752; Y = 0.0528706
X = 0.123279; Y = 0.663919
X = 0.129114; Y = 0.304695
X = 0.123605; Y = 0.30596
X = 0.118101; Y = 0.311183
X = 0.1412; Y = 0.791277
X = 0.139242; Y = 0.799625
X = 0.113566; Y = 0.764653
X = 0.115674; Y = 0.778542
X = 0.11196; Y = 0.771628
X = 0.119963; Y = 0.775891
X = 0.456132; Y = 0.114101
X = 0.462881; Y = 0.112749
X = 0.110043; Y = 0.35965
X = 0.107271; Y = 0.347768
X = 0.107549; Y = 0.354151
X = 0.470374; Y = 0.0670669
X = 0.466705; Y = 0.0633321
X = 0.148853; Y = 0.698044
X = 0.605835; Y = 0.0692479
X = 0.600921; Y = 0.070286
X = 0.606841; Y = 0.0381383
X = 0.61241; Y = 0.0420051
X = 0.0927719; Y = 0.447352
X = 0.104233; Y = 0.458799
X = 0.0955366; Y = 0.458734
X = 0.0996954; Y = 0.455656
X = 0.128635; Y = 0.738483
X = 0.379991; Y = 0.102653
X = 0.384345; Y = 0.107692
X = 0.115942; Y = 0.461712
X = 0.129649; Y = 0.458537
X = 0.469019; Y = 0.116382
X = 0.13275; Y = 0.759213
X = 0.129625; Y = 0.834264
X = 0.106135; Y = 0.342279
X = 0.0977901; Y = 0.34922
X = 0.10167; Y = 0.354823
X = 0.0997543; Y = 0.342624
X = 0.614459; Y = 0.0640828
X = 0.112426; Y = 0.501353
X = 0.117172; Y = 0.505454
X = 0.12779; Y = 0.813842
X = 0.130946; Y = 0.807812
X = 0.141759; Y = 0.807151
X = 0.617912; Y = 0.0555991
